,Value,abc,Abc,aBc,abC,ABc,AbC,aBC,ABC,vA_A,vB_A,vC_A,B_mult,C_mult
91,0.728754295,0.177418777,0.09417223,0.166380874,0.108472853,0.018818723,0.124966356,0.136573508,0.173196678,1,0.664088065,0.856984337,0.994561099,0.984073424
92,0.815837936,0.136623681,0.14094989,0.07701381,0.118167361,0.059915446,0.251358517,0.061019561,0.154951734,1,0.942335126,0.737397704,0.825303803,0.079294306
93,0.590593933,0.07356685,0.021157537,0.164259918,0.095382682,0.140810163,0.101513601,0.184002184,0.219307065,1,0.570222611,0.352149007,0.064273379,0.942956769
94,0.413838858,0.165321889,0.165092419,0.140980256,0.061429643,0.144191886,0.099436696,0.115218992,0.10832822,1,0.363357897,0.227324042,0.76521813,0.214185515
95,0.701631427,0.017710313,0.141844617,0.032235624,0.231157973,0.06056026,0.250546744,0.114809212,0.151135257,1,0.217340895,0.888688594,0.476188673,0.190297282
96,0.533808607,0.179574096,0.026590379,0.05514777,0.176899956,0.072152211,0.14634199,0.094060698,0.2492329,1,0.184972995,0.689939181,0.13701508,0.09685261
97,1.009649256,0.060959866,0.204951362,0.202921815,0.034841032,0.126532398,0.110662195,0.013503874,0.245627457,1,0.874894684,0.979315327,0.633651184,0.277453333
98,0.740814225,0.234193151,0.058851336,0.023343831,0.092511744,0.042613625,0.28388278,0.013121061,0.251482471,1,0.425179781,0.629346448,0.760261826,0.525575233
99,0.430973703,0.053332186,0.082269663,0.208274652,0.162528457,0.219386906,0.204147361,0.0371971,0.032863675,1,0.229892091,0.359655197,0.335875013,0.821592879
100,0.427611037,0.044010374,0.20822853,0.307329277,0.014047027,0.154377202,0.138976512,0.060113949,0.072917128,1,0.186244271,0.165634936,0.778340622,0.570609101
101,0.853800836,0.009523,0.151701455,0.132134855,0.083556221,0.09807188,0.214736457,0.042602039,0.267674093,1,0.349949699,0.693770953,0.671648328,0.763296754
102,0.327431771,0.06884109,0.14456764,0.267791424,0.184656305,0.069897169,0.092722505,0.048302726,0.123221143,1,0.398411282,0.132689713,0.609856967,0.942684291
103,0.217321709,0.161373607,0.174506984,0.070898042,0.209720742,0.09107591,0.078691257,0.208953729,0.004779728,1,0.356934153,0.283813977,0.321791231,0.339667902
104,0.046125885,0.210096766,0.004636613,0.215925369,0.254756943,0.017321525,0.048053224,0.205132309,0.044077251,1,0.515142684,0.504932828,0.091659233,0.251431969
105,0.411796267,0.172016797,0.022069772,0.166224605,0.163452179,0.020404041,0.05070799,0.166982544,0.238142074,1,0.412276472,0.455713975,0.942240321,0.615224038
106,0.301475677,0.198264665,0.140151855,0.094116045,0.163431087,0.078219946,0.037326944,0.154733354,0.133756103,1,0.230170356,0.363947655,0.238843775,0.81385381
107,0.619706224,0.207984502,0.041297394,0.12889896,0.138580929,0.251593741,0.029460707,0.057720098,0.144463669,1,0.615969996,0.920573824,0.166563831,0.676637248
108,0.78924039,0.025878634,0.016988717,0.160489749,0.213830736,0.130623331,0.203182998,0.122271894,0.126733941,1,0.490416162,0.8146035,0.834921439,0.966999959
109,0.626520231,0.08435351,0.116216584,0.09063303,0.128666665,0.119182741,0.296587734,0.036377981,0.127981755,1,0.499029248,0.422988145,0.456455582,0.06715568
110,0.705513032,0.195795835,0.180109268,0.037425887,0.143292572,0.057270935,0.00230609,0.169438982,0.214360431,1,0.805258019,0.769487173,0.927309644,0.026109803
111,0.655420981,0.045693389,0.012237468,0.138748673,0.219869943,0.217954631,0.053033004,0.162278072,0.15018482,1,0.868739497,0.436976927,0.650378847,0.397883923
112,0.444848596,0.077462367,0.085207288,0.231993739,0.164665699,0.045463663,0.173870294,0.070299544,0.151037406,1,0.154511252,0.603635374,0.117451976,0.507669836
113,0.33236265,0.186493331,0.170363626,0.102628828,0.069865408,0.006027181,0.045689056,0.227783461,0.191149109,1,0.401237573,0.267103412,0.522777779,0.523156724
114,0.518602319,0.079222347,0.17127295,0.052214765,0.19043605,0.152150694,0.169711455,0.058053085,0.126938654,1,0.048200627,0.453853838,0.893624279,0.300611365
115,0.171165205,0.084850115,0.012328235,0.291187475,0.083985104,0.130257993,0.087793488,0.25660935,0.052988241,1,0.259626732,0.024199964,0.224031198,0.047450337
116,0.550120802,0.042168467,0.04581777,0.089770136,0.059353998,0.263226383,0.249828598,0.210510673,0.039323975,1,0.427845866,0.364657957,0.312310094,0.459912012
117,0.385389271,0.149218417,0.060606847,0.168874962,0.08578189,0.120163817,0.162090987,0.10181771,0.15144537,1,0.14535707,0.312426501,0.472476094,0.04525252
118,0.407944157,0.211124634,0.036287915,0.178188748,0.035673768,0.063881055,0.246019741,0.196783562,0.032040576,1,0.235069611,0.651825579,0.583424041,0.759009455
119,0.461297496,0.204068017,0.177324585,0.006303306,0.113250744,0.225087696,0.056387247,0.123186113,0.094392292,1,0.383911846,0.237399624,0.929978455,0.367786033
120,0.391974187,0.179267149,0.043407666,0.207189012,0.146820113,0.029005694,0.020752739,0.213594688,0.159962939,1,0.995205454,0.161992332,0.547230401,0.772687197
121,0.621893655,0.072028019,0.182714343,0.169055524,0.105073993,0.214223613,0.038647816,0.170773404,0.047483289,1,0.839668228,0.808075725,0.197497629,0.689596906
122,0.448014785,0.130166637,0.124400746,0.120435201,0.151375765,0.151492923,0.178111714,0.086648769,0.057368243,1,0.026009727,0.460485606,0.319130384,0.931983252
123,0.671185851,0.127684972,0.277417945,0.071621007,0.003173568,0.190810636,0.126517246,0.020544675,0.18222995,1,0.31828009,0.433004124,0.222085342,0.994220076
124,0.646736579,0.155725866,0.178533299,0.052311083,0.13038734,0.07750058,0.158973764,0.073533163,0.173034904,1,0.260481688,0.719986583,0.139309279,0.816568497
125,0.543508116,0.035766264,0.061196278,0.17731701,0.064582166,0.092739265,0.203008666,0.157927631,0.207462719,1,0.256892651,0.419816849,0.786389209,0.415530961
126,0.325150418,0.168135587,0.134373326,0.149011497,0.157878059,0.155911836,0.137657438,0.08436652,0.012665736,1,0.455343574,0.229114577,0.049291772,0.315525597
127,0.838651948,0.042568973,0.026078622,0.227760187,0.09580446,0.209714168,0.147295184,0.155669015,0.09510939,1,0.862034446,0.798753897,0.380681008,0.96951731
128,0.397857473,0.260024268,0.143055894,0.010842816,0.092900119,0.051728235,0.140091512,0.299266092,0.002091064,1,0.769450798,0.421362161,0.203988653,0.812494564
129,0.659617384,0.162391587,0.042775152,0.148892615,0.119911361,0.181502452,0.145512565,0.157374738,0.041639529,1,0.850316255,0.98236286,0.556538683,0.648727439
130,0.622692721,0.180619959,0.207340183,0.030952034,0.133902349,0.001019272,0.154492151,0.200658771,0.091015282,1,0.945729533,0.9918586,0.084929995,0.439080124
131,0.31695465,0.139820006,0.205494396,0.1026509,0.179711403,0.012319365,0.091888841,0.223343748,0.044771343,1,0.396562311,0.60719874,0.634710384,0.437374787
132,0.687945248,0.105071495,0.16110981,0.066044634,0.089763371,0.255239489,0.12513256,0.095435753,0.102202889,1,0.033100627,0.889443617,0.337618525,0.929787395
133,0.664783778,0.142910632,0.180484215,0.031448248,0.198823429,0.09742549,0.038637666,0.152357879,0.157912441,1,0.628131006,0.682849471,0.311209507,0.959742162
134,0.377699854,0.165959626,0.017027386,0.169436593,0.104744153,0.126737133,0.159697212,0.148116246,0.108281652,1,0.297681079,0.469239842,0.752516705,0.313568945
135,0.713063161,0.190993984,0.184403307,0.056824916,0.138719286,0.1296296,0.036079871,0.080827182,0.182521854,1,0.8322873,0.829404305,0.810240215,0.392722258
136,0.407447838,0.02721686,0.053990784,0.282035239,0.10725568,0.331381795,0.063841668,0.116670665,0.017607309,1,0.156242326,0.706741123,0.859640604,0.778696532
137,0.302780959,0.212754007,0.202065954,0.108623478,0.212486154,0.08075151,0.039620867,0.105192683,0.038505346,1,0.29108973,0.757841714,0.908413479,0.542301929
138,0.647467627,0.182873347,0.167903029,0.084037578,0.050600079,0.151260953,0.104288191,0.016902933,0.242133889,1,0.607148695,0.019131078,0.708841592,0.888565371
139,0.470111779,0.148704377,0.041155173,0.131624912,0.232345304,0.124974512,0.210280185,0.076293057,0.03462248,1,0.29860642,0.935030858,0.9625828,0.122688895
140,0.487005736,0.174899658,0.162834477,0.072979665,0.129329612,0.159003095,0.01424279,0.182036762,0.104673941,1,0.885439252,0.074332554,0.451623153,0.297073045
141,0.572529982,0.129619142,0.057843126,0.128669617,0.021636388,0.212358535,0.05597984,0.207581999,0.186311354,1,0.263595569,0.823533425,0.427362876,0.583287038
142,0.516347983,0.108627548,0.172758208,0.064950624,0.029309989,0.059497712,0.162387695,0.162976986,0.239491239,1,0.347516632,0.202016146,0.259389849,0.380214415
143,0.74412961,0.020316962,0.178780591,0.033282078,0.200121506,0.178026613,0.057826036,0.226244119,0.105402096,1,0.417182181,0.876846104,0.554786739,0.873984378
144,0.21899935,0.198455048,0.052351164,0.192102703,0.213722492,0.214892735,0.003866611,0.044820472,0.079788775,1,0.006673675,0.1250043,0.311302154,0.212721643
145,0.519941333,0.006490335,0.194427248,0.099952809,0.248126586,0.125446083,0.161132069,0.124305105,0.040119766,1,0.769512747,0.315079667,0.782718342,0.476042074
146,0.380731206,0.164477763,0.213831009,0.111518313,0.178882193,0.112400321,0.036730722,0.158889948,0.023269731,1,0.286630293,0.8626178,0.726620961,0.737928426
147,0.558227065,0.082614854,0.145290535,0.104683135,0.128673034,0.155728486,0.198032268,0.003017918,0.18195977,1,0.210183952,0.321727269,0.919372412,0.334926269
148,0.470309104,0.04152562,0.168332086,0.329004036,0.011010263,0.121547123,0.123536379,0.008467372,0.196577121,1,0.128253819,0.269220867,0.389044859,0.207138655
149,0.253020811,0.275120729,0.058588901,0.144283926,0.16310101,0.186059437,0.124486495,0.029171442,0.019188059,1,0.035481071,0.001402489,0.408341753,0.205227145
150,0.511621977,0.03985533,0.10609044,0.203292983,0.126337349,0.069417387,0.204288303,0.001293689,0.249424518,1,0.193388801,0.254491134,0.834162282,0.891920718
151,0.487202463,0.142047325,0.113913838,0.055428254,0.051744011,0.263684868,0.078360679,0.229366032,0.065454993,1,0.295391089,0.418756096,0.977646727,0.516792386
152,0.470249151,0.190066028,0.163684609,0.173524634,0.053546411,0.195995634,0.142572835,0.07390467,0.00670518,1,0.089341487,0.929016441,0.455379814,0.856943449
153,0.475959793,0.133872541,0.162673962,0.096945166,0.022569436,0.148548595,0.150172676,0.139820147,0.145397477,1,0.106981756,0.325427196,0.172230023,0.453367137
154,0.394074478,0.242762723,0.152337361,0.055734039,0.04018995,0.016353654,0.109384233,0.163179845,0.220058196,1,0.170599306,0.314147044,0.339117465,0.695377546
155,0.551135681,0.204020627,0.142508616,0.054851519,0.011040996,0.169700215,0.046801509,0.157536402,0.213540117,1,0.45651775,0.2484032,0.557639702,0.908911781
156,0.395043501,0.116569258,0.118935115,0.183021825,0.155622251,0.151591042,0.168132506,0.096307224,0.009820779,1,0.913933333,0.012833834,0.266975225,0.264198206
157,0.503747745,0.206513107,0.104996867,0.199260683,0.067945846,0.092919126,0.029875129,0.119523573,0.178965669,1,0.87215103,0.171862116,0.5582347,0.659967705
158,0.832715868,0.057107034,0.232037375,0.168469791,0.038319317,0.135297595,0.187269785,0.020788249,0.160710853,1,0.615783446,0.937548866,0.026549253,0.386316843
159,0.786303835,0.008301781,0.051745968,0.163546887,0.014140112,0.181895299,0.221064148,0.235962862,0.123342944,1,0.818262287,0.69100832,0.317035176,0.407310477
160,0.38254373,0.125733087,0.130959988,0.194387364,0.116762901,0.145026569,0.045404011,0.201956142,0.039769937,1,0.885030783,0.519113875,0.367674248,0.102141787
161,0.457469125,0.211469875,0.187256218,0.173563382,0.035256422,0.036578026,0.024716419,0.137085179,0.194074479,1,0.631378117,0.509538894,0.434327983,0.145818266
162,0.288688121,0.19935619,0.234445514,0.083381356,0.169188168,0.013964432,0.055572345,0.120517353,0.123574643,1,0.188388722,0.22675456,0.89009756,0.32699948
163,0.292674615,0.158240952,0.118128097,0.024082568,0.119718067,0.154167918,0.101562484,0.275680201,0.048419713,1,0.281758828,0.006952675,0.550035665,0.195503687
164,0.653335598,0.088808521,0.160367935,0.094409353,0.09134061,0.056109283,0.108667652,0.196031447,0.204265199,1,0.165448716,0.837272531,0.175847168,0.736361138
165,0.434918597,0.199132484,0.138671998,0.03116019,0.266518114,0.05590625,0.171400462,0.111705859,0.025504645,1,0.655777811,0.518854335,0.041804481,0.945091284
166,0.370749147,0.177285594,0.128378496,0.179783395,0.210126775,0.137235989,0.044980853,0.000649529,0.12155937,1,0.139530556,0.851285682,0.206906939,0.072332607
167,0.390177312,0.192730987,0.091473606,0.039571844,0.254892635,0.078552955,0.032069015,0.081688167,0.229020789,1,0.224996813,0.557562287,0.838167699,0.28737161
168,0.583662182,0.081396753,0.210486488,0.064481744,0.170606903,0.210829222,0.047662691,0.176966454,0.037569745,1,0.5682693,0.574792713,0.544507699,0.92744774
169,0.248972993,0.115175388,0.116345818,0.223665495,0.190085906,0.023413314,0.108650561,0.130776457,0.09188706,1,0.37245439,0.23035533,0.762628713,0.375891045
